site,y.1,y.2,y.3,year,c.year,SITE,POINT,WMA,allgrss100,trees100,jdate.1,jdate.2,jdate.3,obs.1,obs.2,obs.3,minutes.1,minutes.2,minutes.3,cloud.1,cloud.2,cloud.3,wind.1,wind.2,wind.3,temp.1,temp.2,temp.3
HAM.5,0,0,0,3,2012,HAM.5,5,HAM,0.697425,0.00391508,12135,12163,12186,CRG,JDW,CRG,437,441,447,0,0,20,1.2,3.9,0,11.9,13.5,28.4
HAM.6,0,0,0,3,2012,HAM.6,6,HAM,0.701626,0.00728905,12135,12163,12186,CRG,JDW,CRG,403,517,483,10,0,20,2.3,12.6,2.6,9.6,17.5,28.8
HAM.7,0,0,0,3,2012,HAM.7,7,HAM,0.664195,0.00506095,12135,12163,12186,CRG,JDW,CRG,420,427,466,0,10,20,1.1,5.2,2.8,11.5,12.6,26.1
HAM.8,0,0,0,3,2012,HAM.8,8,HAM,0.770952,0.00716173,12135,12163,12186,CRG,JDW,CRG,546,394,513,0,35,15,3.1,7.8,5,18.7,13.2,27.8
HAM.9,0,0,0,3,2012,HAM.9,9,HAM,0.767005,0.0095808,12135,12163,12186,CRG,JDW,CRG,559,405,525,0,20,15,2.7,6.8,3.4,23.5,12.7,29
HITCH.1,0,0,0,3,2012,HITCH.1,1,HITCH,0.48025,0,12131,12155,12183,CRG,CRG,JDW,463,372,390,20,90,35,4.4,3.5,1.6,13.7,17.1,17.6
HITCH.2,0,0,0,3,2012,HITCH.2,2,HITCH,0.485501,0,12131,12155,12183,CRG,CRG,JDW,477,508,401,20,60,25,3.7,3,0,14,20.1,17.1
HITCH.3,0,0,0,3,2012,HITCH.3,3,HITCH,0.495814,0,12131,12155,12183,CRG,CRG,JDW,519,388,478,20,80,0,4,3,4.4,18.9,16.5,19.7
HITCH.4,0,0,0,3,2012,HITCH.4,4,HITCH,0.516313,0.000700258,12131,12155,12183,CRG,CRG,JDW,490,496,415,20,60,15,4.3,5,2.6,17,19.8,15.9
HITCH.5,0,0,0,3,2012,HITCH.5,5,HITCH,0.517841,0.00114588,12131,12155,12183,CRG,CRG,JDW,504,406,465,20,70,0,4.7,1.8,2.9,16.5,17,19.1
HITCH.6,0,0,0,3,2012,HITCH.6,6,HITCH,0.535729,0.00388325,12131,12155,12183,CRG,CRG,JDW,420,425,437,10,50,5,1.7,3.3,0,14,17.5,18.2
HITCH.7,0,0,0,3,2012,HITCH.7,7,HITCH,0.519719,0.00187796,12131,12155,12183,CRG,CRG,JDW,408,479,426,20,60,5,1.6,5.1,0.7,14,21.8,20.9
HITCH.8,0,0,0,3,2012,HITCH.8,8,HITCH,0.526148,0.00423338,12131,12155,12183,CRG,CRG,JDW,391,464,496,30,60,0,1.9,6.3,1.9,11,18.9,23
HITCH.9,0,0,0,3,2012,HITCH.9,9,HITCH,0.531623,0.00429704,12131,12155,12183,CRG,CRG,JDW,433,446,449,10,50,0,1.1,4.8,3.3,15,17.4,18.4
JM.1,0,0,0,3,2012,JM.1,1,JM,0.421237,0.0064933,12134,12156,12183,CRG,CRG,CRG,404,521,398,75,50,20,0.9,5.3,0,15.6,25,21.5
JM.2,0,0,0,3,2012,JM.2,2,JM,0.455581,0.00394691,12134,12156,12183,CRG,CRG,CRG,419,503,409,75,30,20,1.1,2.8,1,13.4,24.3,18.9
JM.3,0,0,0,3,2012,JM.3,3,JM,0.489989,0.00356495,12134,12156,12183,CRG,CRG,CRG,432,491,421,75,40,5,0,1.9,1.6,15.2,24,19.3
JM.4,0,0,0,3,2012,JM.4,4,JM,0.551994,0.00798931,12134,12156,12183,CRG,CRG,CRG,477,440,459,75,30,0,1.5,1.7,1.7,15,22.1,22.5
JM.5,0,0,0,3,2012,JM.5,5,JM,0.540153,0.00767101,12134,12156,12183,CRG,CRG,CRG,491,425,469,75,35,0,2.2,1.6,0,14.3,20.6,25.3
JM.6,0,0,0,3,2012,JM.6,6,JM,0.522997,0.00534742,12134,12156,12183,CRG,CRG,CRG,506,412,480,60,35,0,1.3,1.3,0,18.5,22,27
JM.7,0,0,0,3,2012,JM.7,7,JM,0.515835,0.00369227,12134,12156,12183,CRG,CRG,CRG,518,397,490,60,35,0,3.4,1.1,0,17.6,20.8,30.2
JM.8,0,0,0,3,2012,JM.8,8,JM,0.534647,0.00391508,12134,12156,12183,CRG,CRG,CRG,448,461,436,60,35,5,1.4,1.1,1.1,13.1,23.7,20.2
JM.9,0,0,0,3,2012,JM.9,9,JM,0.533119,0.00439253,12134,12156,12183,CRG,CRG,CRG,463,474,447,60,35,0,0.9,2.8,0.9,15.5,22.7,23.9
KNOSP.1,0,0,0,3,2012,KNOSP.1,1,KNOSP,0.717923,0.0330394,12132,12161,12184,CRG,JDW,CRG,410,389,501,50,10,0,8,7.1,3.1,10.1,18.6,24.1
KNOSP.2,0,0,0,3,2012,KNOSP.2,2,KNOSP,0.728873,0.030493,12132,12161,12184,CRG,JDW,CRG,395,375,381,40,10,20,7.1,5.8,1.1,10.1,18.4,24.1
KNOSP.3,0,0,0,3,2012,KNOSP.3,3,KNOSP,0.735907,0.0336124,12132,12161,12184,CRG,JDW,CRG,429,402,484,50,15,10,9.2,6.1,2.6,9.5,18.5,23.9
KNOSP.4,0,0,0,3,2012,KNOSP.4,4,KNOSP,0.728045,0.0296018,12132,12161,12184,CRG,JDW,CRG,447,414,473,50,10,10,12,9.2,2.7,9.8,19,24.1
KNOSP.5,0,0,0,3,2012,KNOSP.5,5,KNOSP,0.715568,0.0255912,12132,12161,12184,CRG,JDW,CRG,466,475,400,50,35,30,6.3,10.2,2.4,10.3,21.2,21.2
KNOSP.6,0,0,0,3,2012,KNOSP.6,6,KNOSP,0.697234,0.0313206,12132,12161,12184,CRG,JDW,CRG,486,426,460,50,15,10,4.6,7.9,1.5,10.6,19.7,24.5
KNOSP.7,0,0,0,3,2012,KNOSP.7,7,KNOSP,0.70917,0.0220581,12132,12161,12184,CRG,JDW,CRG,541,464,415,40,20,30,13.1,11,1.1,13.7,20.6,21.7
KNOSP.8,0,0,0,3,2012,KNOSP.8,8,KNOSP,0.69281,0.025814,12132,12161,12184,CRG,JDW,CRG,503,440,447,50,20,25,10.2,11,2.8,12,20,23.4
KNOSP.9,0,0,0,3,2012,KNOSP.9,9,KNOSP,0.690486,0.0167744,12132,12161,12184,CRG,JDW,CRG,521,452,433,50,20,0,9.7,10.8,1.4,13.6,20.6,22
KOLB.1,0,0,0,3,2012,KOLB.1,1,KOLB,0.589362,0.00432887,12144,12166,12186,JDW,JDW,JDW,480,439,441,100,45,5,9.4,8.1,4.8,17.5,19.8,22.5
KOLB.2,0,0,0,3,2012,KOLB.2,2,KOLB,0.593532,0.00432887,12144,12166,12186,JDW,JDW,JDW,444,403,430,90,35,10,2.6,4.4,4,17.6,19.4,21.9
KOLB.3,0,0,0,3,2012,KOLB.3,3,KOLB,0.592291,0.00439253,12144,12166,12186,JDW,JDW,JDW,400,471,475,90,50,15,0,12.5,6.2,21.4,21.2,24.9
KOLB.4,0,0,0,3,2012,KOLB.4,4,KOLB,0.59837,0.00471083,12144,12166,12186,JDW,JDW,JDW,456,461,464,95,70,15,0,8.2,7.1,17.6,20.5,24
KOLB.5,0,0,0,3,2012,KOLB.5,5,KOLB,0.593055,0.00461534,12144,12166,12186,JDW,JDW,JDW,468,450,452,100,65,10,7.3,6.5,5.5,17.3,20.5,23.2
KOLB.6,0,0,0,3,2012,KOLB.6,6,KOLB,0.60028,0.00432887,12144,12166,12186,JDW,JDW,JDW,491,427,387,100,50,15,8.7,7.1,2.9,17.7,19.7,21.7
KOLB.7,0,0,0,3,2012,KOLB.7,7,KOLB,0.59923,0.00432887,12144,12166,12186,JDW,JDW,JDW,434,415,397,95,30,10,1.3,9,2.7,17.8,19.4,21.6
KOLB.8,0,0,0,3,2012,KOLB.8,8,KOLB,0.597734,0.00416972,12144,12166,12186,JDW,JDW,JDW,411,483,418,90,70,5,3.2,10.2,3.7,16.7,22.1,21.4
KOLB.9,0,0,0,3,2012,KOLB.9,9,KOLB,0.605468,0.00413789,12144,12166,12186,JDW,JDW,JDW,421,389,407,90,50,5,1.5,8.5,5.6,19.4,19,21.3
MEDCNE.1,0,0,0,3,2012,MEDCNE.1,1,MEDCNE,0.495019,0.0594264,12140,12167,12189,JDW,CRG,CRG,480,519,402,75,30,100,13.4,4.4,10.3,17.8,21.7,21.9
MEDCNE.2,0,0,0,3,2012,MEDCNE.2,2,MEDCNE,0.534074,0.0843174,12140,12167,12189,JDW,CRG,CRG,426,432,483,60,40,100,9.2,1.3,7.5,17.2,19.8,22.7
MEDCNE.3,0,0,0,3,2012,MEDCNE.3,3,MEDCNE,0.522042,0.0748958,12140,12167,12189,JDW,CRG,CRG,447,419,512,70,50,100,13.8,1.2,7,17.6,18.1,23.2
MEDCNE.4,0,0,NA,3,2012,MEDCNE.4,4,MEDCNE,0.522806,0.0828214,12140,12167,NA,JDW,CRG,NA,415,447,NA,55,20,NA,5.2,0.9,NA,16.8,22.5,NA
MEDCNE.5,0,0,0,3,2012,MEDCNE.5,5,MEDCNE,0.535061,0.0788108,12140,12167,12189,JDW,CRG,CRG,436,407,500,75,60,100,10.4,1.1,5.9,17.6,19.6,23
MEDCNE.6,0,0,0,3,2012,MEDCNE.6,6,MEDCNE,0.50339,0.0656651,12140,12167,12189,JDW,CRG,CRG,390,474,444,45,30,100,5.8,4,10,15.8,20,21.8
MEDCNE.7,0,0,0,3,2012,MEDCNE.7,7,MEDCNE,0.500111,0.0660789,12140,12167,12189,JDW,CRG,CRG,377,491,431,50,20,100,2.7,0.9,6.6,17.5,26.2,22.6
MEDCNE.8,0,0,0,3,2012,MEDCNE.8,8,MEDCNE,0.491326,0.064933,12140,12167,12189,JDW,CRG,CRG,367,503,421,60,30,100,8.4,1.7,8,16.2,24.2,21.5
MEDCNE.9,0,0,0,3,2012,MEDCNE.9,9,MEDCNE,0.51453,0.0741637,12140,12167,12189,JDW,CRG,CRG,402,462,455,45,20,100,3.5,2,4.4,17.6,22.4,21.9
MILL.1,0,0,0,3,2012,MILL.1,1,MILL,0.816851,0.00187796,12130,12159,12188,JDW,CRG,CRG,465,381,440,5,65,0,1,4.8,7.1,9.6,16.8,25
MILL.2,0,0,0,3,2012,MILL.2,2,MILL,0.838049,0.00200528,12130,12159,12188,JDW,CRG,CRG,480,396,430,5,60,5,0.6,4.9,9.2,17.2,17.2,24.9
MILL.3,0,0,0,3,2012,MILL.3,3,MILL,0.821848,0.00216443,12130,12159,12188,JDW,CRG,CRG,493,409,418,5,70,10,0,1.6,7.7,15.4,17.8,24.6
MILL.4,0,0,0,3,2012,MILL.4,4,MILL,0.816087,0.00210077,12130,12159,12188,JDW,CRG,CRG,517,429,404,5,60,15,3.6,1.3,9.1,10.5,18.3,24.5
MILL.5,0,0,0,3,2012,MILL.5,5,MILL,0.79979,0.00458351,12130,12159,12188,JDW,CRG,CRG,531,445,390,5,50,20,1.3,1.6,8.6,17.5,19.5,24.6
MILL.6,0,0,0,3,2012,MILL.6,6,MILL,0.857211,0.000286469,12130,12159,12188,JDW,CRG,CRG,390,507,470,5,60,0,0.8,3,8.4,7.3,21.7,27.2
MILL.7,0,0,0,3,2012,MILL.7,7,MILL,0.857307,0.000413789,12130,12159,12188,JDW,CRG,CRG,404,521,505,2,50,0,0,3.5,9.9,10.2,24,29.4
MILL.8,0,0,0,3,2012,MILL.8,8,MILL,0.841742,0.000413789,12130,12159,12188,JDW,CRG,CRG,418,535,493,5,65,0,1,6.1,9.8,1,22.2,28.5
MILL.9,0,0,0,3,2012,MILL.9,9,MILL,0.841519,6.36598E-05,12130,12159,12188,JDW,CRG,CRG,436,548,480,5,80,0,0,9.7,11.3,5.3,20.2,27.8
MILLER.1,0,0,0,3,2012,MILLER.1,1,MILLER,0.402425,0.0597129,12129,12158,12182,JDW,JDW,CRG,452,441,435,0,20,90,5,6.3,6,5.9,18.7,23.6
MILLER.2,0,0,0,3,2012,MILLER.2,2,MILLER,0.416271,0.0496546,12129,12158,12182,JDW,JDW,CRG,438,456,494,0,20,90,2.3,4.6,1.6,6.1,19.4,26.3
MILLER.3,0,0,0,3,2012,MILLER.3,3,MILLER,0.392813,0.0416017,12129,12158,12182,JDW,JDW,CRG,424,468,452,0,25,90,3.4,10.1,4.1,4.7,19.6,23.9
MILLER.4,0,0,0,3,2012,MILLER.4,4,MILLER,0.408187,0.0382595,12129,12158,12182,JDW,JDW,CRG,408,479,478,0,20,90,2.8,9.7,1.1,6,20.7,25.6
MILLER.5,0,0,0,3,2012,MILLER.5,5,MILLER,0.390203,0.0382277,12129,12158,12182,JDW,JDW,CRG,395,489,467,0,30,90,2.2,9.1,1.4,6,21.2,24.5
MILLER.6,0,0,0,3,2012,MILLER.6,6,MILLER,0.41242,0.0652831,12129,12158,12182,JDW,JDW,CRG,466,390,383,0,15,95,2.9,1.2,0.8,9.8,21.3,25.9
MILLER.7,0,0,0,3,2012,MILLER.7,7,MILLER,0.401152,0.0673839,12129,12158,12182,JDW,JDW,CRG,480,402,396,0,20,85,2.4,1.8,1.9,11.2,17.3,23
MILLER.8,0,0,0,3,2012,MILLER.8,8,MILLER,0.429704,0.0708534,12129,12158,12182,JDW,JDW,CRG,508,427,419,0,15,80,3.5,0.7,3.9,10.5,20,23.3
MILLER.9,0,0,0,3,2012,MILLER.9,9,MILLER,0.417927,0.0737499,12129,12158,12182,JDW,JDW,CRG,495,415,408,0,25,80,2.4,2.4,1,11.4,18.6,26.1
OSAG.1,0,0,0,3,2012,OSAG.1,1,OSAG,0.771143,0.107585,12126,12150,12176,CRG,CRG,CRG,463,491,483,100,70,0,0.7,5,2,25,18,29.1
OSAG.2,0,0,0,3,2012,OSAG.2,2,OSAG,0.769424,0.104275,12126,12150,12176,CRG,CRG,CRG,548,425,419,15,30,0,4.7,6.2,4.4,26.8,18.1,25.2
OSAG.3,0,0,0,3,2012,OSAG.3,3,OSAG,0.765382,0.10819,12126,12150,12176,CRG,CRG,CRG,415,527,389,50,80,0,3.4,4.3,6.4,22.6,21.1,23.9
OSAG.4,0,0,0,3,2012,OSAG.4,4,OSAG,0.77057,0.104911,12126,12150,12176,CRG,CRG,CRG,524,442,438,20,30,0,2.2,2.2,4.1,27.7,19.2,25.8
OSAG.5,0,0,0,3,2012,OSAG.5,5,OSAG,0.765732,0.109813,12126,12150,12176,CRG,CRG,CRG,572,408,400,20,30,0,0.9,5.1,2.9,28.6,16,25
OSAG.6,0,0,0,3,2012,OSAG.6,6,OSAG,0.771334,0.106025,12126,12150,12176,CRG,CRG,CRG,436,508,499,40,7,0,3.4,6.9,1,22.3,20.1,28.7
OSAG.7,0,0,0,3,2012,OSAG.7,7,OSAG,0.76901,0.108285,12126,12150,12176,CRG,CRG,CRG,500,460,457,20,30,0,3.4,8.3,2.2,25.4,18.1,26.9
OSAG.8,0,0,0,3,2012,OSAG.8,8,OSAG,0.762358,0.108858,12126,12150,12176,CRG,CRG,CRG,394,542,377,50,70,0,1,8.3,5.7,23.9,18.9,23.7
OSAG.9,0,0,0,3,2012,OSAG.9,9,OSAG,0.767833,0.110736,12126,12150,12176,CRG,CRG,CRG,483,472,469,50,40,0,1.3,7.3,2.4,24.9,18,26.2
PINT.1,0,0,0,3,2012,PINT.1,1,PINT,0.0833307,0.00455168,12123,12153,12174,JDW,JDW,JDW,519,404,524,30,35,0,0,0,7,22.3,9,20.3
PINT.2,0,0,1,3,2012,PINT.2,2,PINT,0.0908425,0.00353312,12123,12153,12174,JDW,JDW,JDW,429,463,424,15,90,5,0,2.2,2.4,18.3,8.8,15.8
PINT.3,1,0,0,3,2012,PINT.3,3,PINT,0.0954579,0.00413789,12123,12153,12174,JDW,JDW,JDW,467,425,450,25,60,0,2.2,2.7,3.1,18.5,7.1,16.7
PINT.4,0,0,0,3,2012,PINT.4,4,PINT,0.0955852,0.00455168,12123,12153,12174,JDW,JDW,JDW,443,448,463,15,90,0,0,4.9,5,17.6,8.3,17.1
PINT.5,1,0,1,3,2012,PINT.5,5,PINT,0.0937391,0.00343763,12123,12153,12174,JDW,JDW,JDW,400,478,390,50,95,5,0,2.5,2.2,15.5,9.2,13.6
PINT.6,0,0,1,3,2012,PINT.6,6,PINT,0.0876595,0.00458351,12123,12153,12174,JDW,JDW,JDW,509,393,513,25,40,0,5.7,0.7,9.7,18.1,6.7,19.5
PINT.7,1,0,1,3,2012,PINT.7,7,PINT,0.0926568,0.00337397,12123,12153,12174,JDW,CRG,JDW,480,517,490,20,100,5,3.3,5.5,6.4,18,9.8,18.8
PINT.8,0,0,0,3,2012,PINT.8,8,PINT,0.0952669,0.00429704,12123,12153,12174,JDW,JDW,JDW,457,437,438,20,75,5,2.5,1.4,2.7,17.2,8.3,16.6
PINT.9,1,0,1,3,2012,PINT.9,9,PINT,0.099373,0.00353312,12123,12153,12174,JDW,JDW,JDW,411,490,403,40,100,5,0,4.8,1.8,13.1,9.1,14.5
RICH.1,0,0,0,3,2012,RICH.1,1,RICH,0.664608,0.0704077,12117,12149,12173,JDW,JDW,CRG,426,402,500,15,0,30,6.2,2.4,5.6,14.6,18.2,19.4
RICH.3,0,0,0,3,2012,RICH.3,3,RICH,0.654455,0.06662,12117,12149,12173,JDW,CRG,CRG,450,376,529,35,15,25,7.9,2.7,5.8,16.7,18,20.9
RICH.5,0,0,0,3,2012,RICH.5,5,RICH,0.65299,0.0814527,12117,12149,12173,JDW,JDW,CRG,493,360,549,35,30,15,9.1,1.3,3.5,17,20,25.2
RICH.7,0,0,0,3,2012,RICH.7,7,RICH,0.663558,0.0765509,12117,12149,12173,JDW,JDW,CRG,450,389,514,25,5,25,6.2,2.5,6.6,15.5,16.7,20.5
RICH.9,0,0,0,3,2012,RICH.9,9,RICH,0.665372,0.0829169,12117,12149,12173,JDW,JDW,CRG,405,418,484,15,0,30,2.3,2.2,4,15,20.6,18.7
ROTHELL.1,0,0,0,3,2012,ROTHELL.1,1,ROTHELL,0.718337,0.0873094,12122,12149,12173,CRG,JDW,CRG,467,498,420,90,0,65,3.4,6.3,4.8,18.6,21.2,15.1
ROTHELL.2,0,0,0,3,2012,ROTHELL.2,2,ROTHELL,0.713276,0.0888054,12122,12149,12173,CRG,JDW,CRG,450,486,434,100,0,65,5.7,2.8,2.8,16.3,22.2,16.4
ROTHELL.4,0,0,0,3,2012,ROTHELL.4,4,ROTHELL,0.709266,0.0949804,12122,12149,12173,CRG,JDW,CRG,434,475,404,100,0,70,3.5,3.9,2.4,17.3,20.4,16.7
ROTHELL.6,0,0,0,3,2012,ROTHELL.6,6,ROTHELL,0.711908,0.0945348,12122,12149,12173,CRG,JDW,CRG,490,513,375,70,0,65,2.4,6.3,2,20.5,22,18.3
ROTHELL.8,0,0,0,3,2012,ROTHELL.8,8,ROTHELL,0.705924,0.106089,12122,12149,12173,CRG,JDW,CRG,414,452,358,100,0,60,3.7,4.4,3.1,15.9,20.5,16.2
ROTHELL.9,0,0,0,3,2012,ROTHELL.9,9,ROTHELL,0.708311,0.0976223,12122,12149,12173,CRG,JDW,CRG,510,462,388,40,0,65,7.7,3.9,3.1,18.9,20.1,16.6
RWRSE.1,0,0,0,3,2012,RWRSE.1,1,RWRSE,0.608811,0.00741637,12139,12165,12185,CRG,JDW,CRG,530,516,411,5,0,20,5.5,7.4,0.8,21.7,20,23
RWRSE.2,0,0,0,3,2012,RWRSE.2,2,RWRSE,0.597988,0.0128275,12139,12165,12185,CRG,JDW,CRG,391,396,469,5,10,0,1.2,7.9,5.4,15.8,15.8,25.5
RWRSE.3,0,0,0,3,2012,RWRSE.3,3,RWRSE,0.645447,0.00557023,12139,12165,12185,CRG,JDW,CRG,545,502,394,5,0,20,5.4,6.7,1.4,22.5,19.9,23.7
RWRSE.4,0,0,0,3,2012,RWRSE.4,4,RWRSE,0.628609,0.0163924,12139,12165,12185,CRG,JDW,CRG,477,443,530,0,5,10,3.6,3.9,1.4,17.3,17.7,31.4
RWRSE.5,0,0,0,3,2012,RWRSE.5,5,RWRSE,0.595697,0.0208486,12139,12165,12185,CRG,JDW,CRG,432,426,503,0,5,0,0.9,5.2,2.6,19.2,16.6,27.5
RWRSE.6,0,0,0,3,2012,RWRSE.6,6,RWRSE,0.625362,0.00658879,12139,12165,12185,CRG,JDW,CRG,515,476,425,0,0,10,5.1,8.5,1.7,19.9,18.2,21.8
RWRSE.7,0,0,0,3,2012,RWRSE.7,7,RWRSE,0.636534,0.00814846,12139,12165,12185,CRG,JDW,CRG,497,460,449,0,0,0,5.9,9.8,3.4,20.1,17.5,22.7
RWRSE.8,0,0,0,3,2012,RWRSE.8,8,RWRSE,0.657574,0.00563389,12139,12165,12185,CRG,JDW,CRG,561,488,376,5,0,25,5.2,5.8,0.9,23.9,19.3,22.1
RWRSE.9,0,0,0,3,2012,RWRSE.9,9,RWRSE,0.582519,0.0174428,12139,12165,12185,CRG,JDW,CRG,409,409,484,0,0,0,1,2.1,0,14.1,16.3,26.2
SACW.1,0,0,0,3,2012,SACW.1,1,SACW,0.206831,0.0533151,12141,12169,12193,JDW,JDW,JDW,412,444,439,0,15,0,6,5.1,0,10.3,20.2,19.6
SACW.2,1,0,0,3,2012,SACW.2,2,SACW,0.202184,0.0420791,12141,12169,12193,JDW,JDW,JDW,426,481,461,0,20,0,5.4,7,0.9,11.2,21.4,20.6
SACW.3,0,0,0,3,2012,SACW.3,3,SACW,0.214947,0.0470764,12141,12169,12193,JDW,JDW,JDW,496,496,477,0,20,0,5.4,3.8,0,15.1,22.7,19.3
SACW.4,0,0,0,3,2012,SACW.4,4,SACW,0.203807,0.0527421,12141,12169,12193,CRG,JDW,JDW,400,418,410,5,15,0,4.6,4.7,0,11.9,19.4,21.3
SACW.5,0,0,0,3,2012,SACW.5,5,SACW,0.206481,0.0537925,12141,12169,12193,JDW,JDW,JDW,439,521,503,0,10,0,6.4,7.2,4.6,11.8,22.8,19.8
SACW.6,0,0,0,3,2012,SACW.6,6,SACW,0.207563,0.0487952,12141,12169,12193,JDW,JDW,JDW,400,469,450,5,10,0,3.1,8,0,12.4,20.9,18.8
SACW.7,0,0,0,3,2012,SACW.7,7,SACW,0.211605,0.0533787,12141,12169,12193,CRG,JDW,JDW,489,511,493,0,20,0,6.7,7.4,2.1,18.5,22.7,20.2
SACW.8,0,0,0,3,2012,SACW.8,8,SACW,0.208772,0.0531878,12141,12169,12193,CRG,JDW,JDW,416,429,422,0,15,0,6.3,3,0,13.5,20.4,16.3
SACW.9,0,0,0,3,2012,SACW.9,9,SACW,0.195149,0.047904,12141,12169,12193,CRG,JDW,JDW,457,393,384,0,10,0,2.8,4.9,0,17.1,19.2,13.5
SPRING.1,1,0,0,3,2012,SPRING.1,1,SPRING,0.675812,0.101728,12122,12146,12173,JDW,JDW,JDW,405,501,496,10,65,20,8.3,3.1,5.1,16.2,17.4,17.3
SPRING.2,0,NA,0,3,2012,SPRING.2,2,SPRING,0.725308,0.109113,12146,NA,12173,JDW,NA,JDW,394,NA,480,80,NA,25,1.8,NA,5.1,14.2,NA,17
SPRING.3,0,0,0,3,2012,SPRING.3,3,SPRING,0.693574,0.105071,12122,12146,12173,JDW,JDW,JDW,493,411,525,20,90,15,6.8,3.2,3.7,17,14.6,18.2
SPRING.4,0,0,0,3,2012,SPRING.4,4,SPRING,0.675367,0.0912563,12122,12146,12173,JDW,JDW,JDW,482,424,466,35,85,30,6.2,0.6,4.3,16.5,16,16.6
SPRING.5,0,0,0,3,2012,SPRING.5,5,SPRING,0.66429,0.0983544,12122,12146,12173,JDW,JDW,JDW,415,489,510,10,70,20,10.1,2.9,6,15.3,17.9,17.8
SPRING.6,1,1,0,3,2012,SPRING.6,6,SPRING,0.590636,0.0823758,12122,12146,12173,JDW,JDW,JDW,442,462,422,35,75,25,12.4,1.9,5,15.8,15.8,15.5
SPRING.7,1,0,0,3,2012,SPRING.7,7,SPRING,0.614763,0.0848267,12122,12146,12173,JDW,JDW,JDW,429,474,435,10,70,25,7.1,0.8,3.4,15.4,20.1,16
SPRING.8,1,0,0,3,2012,SPRING.8,8,SPRING,0.58688,0.0989592,12122,12146,12173,JDW,JDW,JDW,525,538,398,5,45,30,9.3,4.1,2.7,18.5,19.4,14.5
SPRING.9,0,0,0,3,2012,SPRING.9,9,SPRING,0.602795,0.0770602,12122,12146,12173,JDW,JDW,JDW,456,449,448,75,70,25,6.3,1.8,4.5,15.9,15,16.1
TR00101.1,0,0,0,3,2012,TR00101.1,1,TR001,0.549257,0.0402967,12131,12158,12184,JDW,CRG,JDW,383,361,577,35,20,10,3,1,8.4,9.9,22,25.8
TR00102.2,0,0,0,3,2012,TR00102.2,2,TR001,0.517586,0.00012732,12131,12158,12184,JDW,CRG,JDW,402,378,560,15,40,25,6,1.3,6.7,11.8,20.4,24.4
TR00103.3,0,0,0,3,2012,TR00103.3,3,TR001,0.432759,0.00190979,12131,12158,12184,JDW,CRG,JDW,420,397,545,15,40,30,5.9,2.3,6.7,9.4,19,23.9
TR00104.4,0,0,0,3,2012,TR00104.4,4,TR001,0.236019,0.00222809,12131,12158,12184,JDW,CRG,JDW,440,413,531,15,20,35,6.2,4.2,6.4,10,19,23.6
TR00105.5,0,0,0,3,2012,TR00105.5,5,TR001,0.126556,0.0034058,12131,12158,12184,JDW,CRG,JDW,457,437,518,10,40,30,5.4,7.2,7.6,13.2,17.8,23.7
TR00106.6,0,0,0,3,2012,TR00106.6,6,TR001,0.16959,0.00114588,12131,12158,12184,JDW,CRG,JDW,472,452,504,30,70,40,4.8,7.8,7.9,13.4,20,23
TR00107.7,0,0,0,3,2012,TR00107.7,7,TR001,0.164529,0.00210077,12131,12158,12184,JDW,CRG,JDW,486,466,490,25,60,55,2.3,8.8,2.6,15,19.9,23.4
TR00108.8,0,0,0,3,2012,TR00108.8,8,TR001,0.199605,0.000318299,12131,12158,12184,JDW,CRG,JDW,499,480,477,15,75,60,2,4.7,4.1,14.5,20.6,21.8
TR00109.9,0,0,0,3,2012,TR00109.9,9,TR001,0.475825,0.000986727,12131,12158,12184,JDW,CRG,JDW,513,496,463,15,80,65,4.5,8.8,2,12.8,22,21.7
TR00110.10,0,0,0,3,2012,TR00110.10,10,TR001,0.154407,0.00101856,12131,12158,12184,JDW,CRG,JDW,527,511,449,20,85,60,3.2,8.7,0.6,13.9,21.1,19.9
TR00112.12,0,0,0,3,2012,TR00112.12,12,TR001,0.815036,0.00197345,12131,12158,12184,JDW,CRG,JDW,558,535,430,10,85,75,4.9,10.5,0.6,19,22.3,18
TR00113.13,0,0,0,3,2012,TR00113.13,13,TR001,0.660375,0.000923067,12131,12158,12184,JDW,CRG,JDW,572,551,415,10,80,75,3.6,11,3.3,20.9,22.8,16.7
TR00114.14,0,0,0,3,2012,TR00114.14,14,TR001,0.616322,0.000477449,12131,12158,12184,JDW,CRG,JDW,587,571,401,10,75,65,4.8,10.2,0,19.6,25,17.6
TR00115.15,0,0,0,3,2012,TR00115.15,15,TR001,0.645701,0.00015915,12131,12158,12184,JDW,CRG,JDW,600,589,386,10,75,70,2.3,11.2,0.8,24.4,25.4,18.6
TR00201.1,0,0,0,3,2012,TR00201.1,1,TR002,0.234173,0.00359678,12134,12160,12191,JDW,CRG,JDW,377,364,563,100,35,30,1.3,6.4,5.7,10.4,18.2,21.5
TR00202.2,0,0,0,3,2012,TR00202.2,2,TR002,0.634561,0.00748003,12134,12160,12191,JDW,CRG,JDW,391,379,550,100,30,25,2.2,5,5,9.6,19,20.4
TR00203.3,0,0,0,3,2012,TR00203.3,3,TR002,0.852182,3.18299E-05,12134,12160,12191,JDW,CRG,JDW,405,395,537,100,30,40,1.9,6.9,6.2,10,18.8,19.7
