site,y.1,y.2,y.3,year,c.year,SITE,POINT,WMA,allgrss100,trees100,jdate.1,jdate.2,jdate.3,obs.1,obs.2,obs.3,minutes.1,minutes.2,minutes.3,cloud.1,cloud.2,cloud.3,wind.1,wind.2,wind.3,temp.1,temp.2,temp.3
MEDCNW.4,0,0,0,2,2011,MEDCNW.4,4,MEDCNW,0.654009,0.106535,11143,11160,11189,MAM,JDW,CFJ,425,462,459,65,100,65,1.1,7.1,1.9,15.4,12.7,23.1
MEDCNW.5,0,0,0,2,2011,MEDCNW.5,5,MEDCNW,0.695961,0.105866,11143,11160,11189,JDW,JDW,CFJ,448,426,524,50,100,75,2.5,5.4,0.7,11.2,12.7,25.4
MEDCNW.6,0,0,0,2,2011,MEDCNW.6,6,MEDCNW,0.718178,0.0917019,11143,11160,11189,JDW,JDW,CFJ,430,410,561,45,100,70,0,3.9,1.3,15.1,13.3,25.3
MEDCNW.7,0,0,0,2,2011,MEDCNW.7,7,MEDCNW,0.674444,0.0856543,11143,11160,11189,MAM,JDW,CFJ,452,483,451,45,100,55,0.7,9.1,1.3,15.3,12.9,25.7
MEDCNW.8,0,0,0,2,2011,MEDCNW.8,8,MEDCNW,0.718815,0.0875322,11143,11160,11189,JDW,JDW,CFJ,416,399,574,70,100,70,0,4.2,9.8,14.8,14.1,22.4
MEDCNW.9,0,0,0,2,2011,MEDCNW.9,9,MEDCNW,0.666741,0.106376,11143,11160,11189,JDW,JDW,CFJ,467,452,498,40,100,70,3,9,2.4,11.5,12.4,24.3
MEDCSE.1,0,0,0,2,2011,MEDCSE.1,1,MEDCSE,0.44721,0.0840628,11148,11160,11189,JDW,MAM,JDW,447,538,540,100,70,90,0,3.7,1.9,16,17.6,24.2
MEDCSE.2,0,0,0,2,2011,MEDCSE.2,2,MEDCSE,0.460388,0.0755324,11148,11160,11189,JDW,MAM,JDW,424,507,412,100,90,40,3.2,4.4,0,12.7,15.6,22
MEDCSE.3,0,0,0,2,2011,MEDCSE.3,3,MEDCSE,0.46825,0.077665,11148,11160,11189,JDW,MAM,JDW,408,493,428,100,95,40,3.9,7.3,1.3,12.7,14.4,21
MEDCSE.4,0,0,0,2,2011,MEDCSE.4,4,MEDCSE,0.470669,0.0840309,11148,11160,11189,MAM,MAM,JDW,445,477,438,100,85,55,0,5.4,2.8,17,14,19.8
MEDCSE.5,0,0,0,2,2011,MEDCSE.5,5,MEDCSE,0.491581,0.0793201,11148,11160,11189,MAM,MAM,JDW,433,466,449,95,95,60,0,12.7,2.2,17,13,19.7
MEDCSE.6,0,0,0,2,2011,MEDCSE.6,6,MEDCSE,0.504281,0.0828532,11148,11160,11189,MAM,MAM,JDW,420,455,459,95,100,65,0,5.4,1.9,19.5,14.2,21.2
MEDCSE.7,0,0,0,2,2011,MEDCSE.7,7,MEDCSE,0.520132,0.078779,11148,11160,11189,WAA,MAM,JDW,430,444,472,95,100,75,1.5,6.9,2.3,13.8,13.3,20.8
MEDCSE.8,0,0,0,2,2011,MEDCSE.8,8,MEDCSE,0.551007,0.0819302,11148,11160,11189,WAA,MAM,JDW,410,429,487,100,100,75,0,5.4,1.3,13.9,14.4,21.9
MEDCSE.9,0,0,0,2,2011,MEDCSE.9,9,MEDCSE,0.52653,0.0807206,11148,11160,11189,WAA,MAM,JDW,390,415,499,100,100,80,1,3.8,3.7,12.8,14.5,20.3
MEDCSW.1,0,0,0,2,2011,MEDCSW.1,1,MEDCSW,0.691441,0.0679568,11143,11160,11189,MAM,JAL,WAA,505,424,554,25,95,95,2.6,12.2,3.9,18.5,12.5,22.6
MEDCSW.2,0,0,0,2,2011,MEDCSW.2,2,MEDCSW,0.618614,0.0945666,11143,11160,11189,WAA,JDW,WAA,418,536,453,40,100,35,0.7,7.5,4.1,14.8,13.3,19.6
MEDCSW.3,0,NA,0,2,2011,MEDCSW.3,3,MEDCSW,0.643983,0.0839354,11143,NA,11189,WAA,NA,WAA,433,NA,470,45,NA,55,1.1,NA,0,14.7,NA,21.3
MEDCSW.4,0,0,0,2,2011,MEDCSW.4,4,MEDCSW,0.673903,0.0724767,11143,11160,11189,MAM,JAL,WAA,475,440,564,35,95,90,1.8,5.9,4.2,14.2,12.7,22.3
MEDCSW.5,0,0,0,2,2011,MEDCSW.5,5,MEDCSW,0.64325,0.0807206,11143,11160,11189,WAA,JAL,WAA,522,479,527,30,90,90,0.8,2.7,1.9,26,14.2,21.8
MEDCSW.6,0,0,0,2,2011,MEDCSW.6,6,MEDCSW,0.630073,0.087023,11143,11160,11189,WAA,JAL,WAA,511,498,517,40,95,95,4.2,7.7,2.6,19,14,21
MEDCSW.7,0,0,0,2,2011,MEDCSW.7,7,MEDCSW,0.66047,0.0719356,11143,11160,11189,MAM,JAL,WAA,485,458,542,35,95,90,1.9,5.5,3.9,16.5,13.4,21.8
MEDCSW.8,1,0,0,2,2011,MEDCSW.8,8,MEDCSW,0.602317,0.0987045,11143,11160,11189,WAA,JDW,WAA,404,525,441,50,100,45,3.1,8.2,0,13,14,22.3
MEDCSW.9,0,0,0,2,2011,MEDCSW.9,9,MEDCSW,0.72343,0.0646147,11143,11160,11189,WAA,JAL,WAA,477,525,496,35,95,85,3.9,6.2,1.8,17.9,14.7,20.2
MER.1,0,0,0,2,2011,MER.1,1,MER,0.534169,0.15985,11137,11151,11175,WAA,JAL,MAM,459,531,430,4,10,20,0,1.8,4,12.8,25.7,17.2
MER.2,0,0,0,2,2011,MER.2,2,MER,0.499889,0.162396,11137,11151,11175,WAA,JAL,MAM,399,427,507,4,35,50,0,5.8,2.4,7.9,14.1,21.5
MER.3,0,0,0,2,2011,MER.3,3,MER,0.525289,0.138874,11137,11151,11175,WAA,CFJ,JAL,500,575,453,3,3,50,5.4,5.5,5.8,13.2,21.2,19
MER.4,0,0,0,2,2011,MER.4,4,MER,0.510965,0.161696,11137,1151,11175,WAA,JAL,MAM,381,401,529,3,35,60,0.7,3.4,4.3,7.6,15.1,20.6
MER.5,0,0,0,2,2011,MER.5,5,MER,0.501576,0.160168,11137,11151,11175,WAA,JAL,MAM,415,458,466,5,25,40,3.2,6.5,1.8,8.6,15,19.6
MER.6,0,0,0,2,2011,MER.6,6,MER,0.535411,0.162778,11137,11151,11175,WAA,JAL,JAL,477,546,482,2,5,25,2,4.1,4.2,15.4,20.9,19.4
MER.7,0,0,0,2,2011,MER.7,7,MER,0.526848,0.153484,11137,11151,11175,WAA,CFJ,JAL,511,562,438,2,5,40,3.9,6.1,2.6,17.2,22.5,17.5
MER.8,0,0,0,2,2011,MER.8,8,MER,0.526339,0.158895,11137,11151,11175,WAA,JAL,MAM,439,509,445,3,10,35,1.7,5,4.8,8.3,19.4,17.8
MER.9,0,0,0,2,2011,MER.9,9,MER,0.538244,0.153229,11137,11151,11175,WAA,JAL,JAL,488,562,468,3,5,40,1.4,3.9,2.9,15,21.6,19.4
MILL.1,0,0,0,2,2011,MILL.1,1,MILL,0.816851,0.00187796,11147,11161,11182,MAM,JAL,WAA,400,497,451,10,40,50,2.7,6.7,3.1,14.4,15,23.5
MILL.2,0,0,0,2,2011,MILL.2,2,MILL,0.838049,0.00200528,11147,11161,11182,MAM,JAL,WAA,413,511,439,10,20,35,5.4,5.6,5.5,12.9,13.8,21.6
MILL.3,0,0,0,2,2011,MILL.3,3,MILL,0.821848,0.00216443,11147,11161,11182,MAM,JAL,WAA,425,527,428,15,50,25,3.2,4.8,1.3,13.6,14.9,21
MILL.4,0,0,0,2,2011,MILL.4,4,MILL,0.816087,0.00210077,11147,11161,11182,MAM,JAL,WAA,440,542,418,15,50,0,3.7,4.6,6.9,13.6,14.7,20.9
MILL.5,0,0,0,2,2011,MILL.5,5,MILL,0.79979,0.00458351,11147,11161,11182,MAM,JAL,WAA,452,558,409,30,35,0,1.5,4.8,3.2,15.6,15.7,19.6
MILL.6,0,0,0,2,2011,MILL.6,6,MILL,0.857211,0.000286469,11147,11161,11182,JDW,CFJ,MAM,416,512,450,25,30,60,3.1,7.8,4,9.5,15,22.4
MILL.7,0,0,0,2,2011,MILL.7,7,MILL,0.857307,0.000413789,11147,11161,11182,JDW,CFJ,MAM,427,524,440,25,35,50,2.2,4.6,6.5,11.5,16.1,22.5
MILL.8,0,0,0,2,2011,MILL.8,8,MILL,0.841742,0.000413789,11147,11161,11182,JDW,CFJ,MAM,438,535,429,10,30,45,0,4.8,5.9,12,16.1,21.5
MILL.9,0,0,0,2,2011,MILL.9,9,MILL,0.841519,6.36598E-05,11147,11161,11182,JDW,CFJ,MAM,450,548,418,10,30,45,4.2,4.9,2,11.6,18.4,20.4
MILLER.1,0,0,0,2,2011,MILLER.1,1,MILLER,0.402425,0.0597129,11146,11161,11181,MAM,MAM,JDW,384,509,388,5,20,5,0,2.2,0,7.8,17.1,21
MILLER.2,0,0,0,2,2011,MILLER.2,2,MILLER,0.416271,0.0496546,11146,11161,11181,MAM,MAM,JDW,400,498,402,5,20,5,1.2,3.6,0,10.3,18.5,19
MILLER.3,0,0,0,2,2011,MILLER.3,3,MILLER,0.392813,0.0416017,11146,11161,11181,JDW,MAM,WAA,390,485,381,5,30,0,0,6.2,0,11.7,16.4,17.9
MILLER.4,0,0,0,2,2011,MILLER.4,4,MILLER,0.408187,0.0382595,11146,11161,11181,JDW,MAM,WAA,401,471,404,0,45,0,0,3.6,0,7.4,16.1,17
MILLER.5,0,0,0,2,2011,MILLER.5,5,MILLER,0.390203,0.0382277,11146,11161,11181,JDW,MAM,WAA,412,461,393,0,45,0,0,1.2,0,9.2,18.5,17.6
MILLER.6,0,0,0,2,2011,MILLER.6,6,MILLER,0.41242,0.0652831,11146,11161,11181,MAM,JDW,JDW,415,490,379,5,30,5,0.8,7.2,1.6,12.6,12.9,18.4
MILLER.7,0,0,0,2,2011,MILLER.7,7,MILLER,0.401152,0.0673839,11146,11161,11181,WAA,JDW,MAM,388,477,416,5,30,0,1,4.4,0,6,13.8,18.4
MILLER.8,0,0,0,2,2011,MILLER.8,8,MILLER,0.429704,0.0708534,11146,11161,11181,WAA,JDW,MAM,402,457,382,4,40,10,0,4.1,1,5.2,12,17.9
MILLER.9,0,0,0,2,2011,MILLER.9,9,MILLER,0.417927,0.0737499,11146,11161,11181,WAA,JDW,MAM,411,467,393,4,40,5,1.3,2.8,0.7,5.5,13.8,17.7
OSAG.1,0,0,0,2,2011,OSAG.1,1,OSAG,0.771143,0.107585,11129,11152,11183,WAA,AIL,CFJ,437,458,416,30,25,20,8.6,1.6,3.1,22.6,20.2,26.1
OSAG.2,0,0,0,2,2011,OSAG.2,2,OSAG,0.769424,0.104275,11129,11152,11183,AIL,AIL,CFJ,458,560,488,10,55,20,6.4,2.1,7.2,24.8,24.4,24.3
OSAG.3,0,0,0,2,2011,OSAG.3,3,OSAG,0.765382,0.10819,11129,11152,11183,AIL,AIL,CFJ,421,505,388,20,35,20,5.9,3.1,4.2,22.6,19.4,20.7
OSAG.4,0,0,0,2,2011,OSAG.4,4,OSAG,0.77057,0.104911,11129,11152,11183,WAA,AIL,CFJ,422,573,433,5,55,15,1.3,2.1,0.8,21.7,29.1,27.7
OSAG.5,0,0,0,2,2011,OSAG.5,5,OSAG,0.765732,0.109813,11129,11152,11183,AIL,AIL,CFJ,444,528,501,15,15,20,2.9,2,5.1,24.3,25.6,25.3
OSAG.6,0,0,0,2,2011,OSAG.6,6,OSAG,0.771334,0.106025,11129,11152,11183,AIL,AIL,CFJ,432,517,401,30,15,20,5.5,3.3,2.4,23.5,23.7,23.6
OSAG.7,0,0,0,2,2011,OSAG.7,7,OSAG,0.76901,0.108285,11129,11152,11183,WAA,AIL,CFJ,472,434,462,20,25,15,8.2,3.5,5.2,23.4,20.5,25
OSAG.8,0,0,0,2,2011,OSAG.8,8,OSAG,0.762358,0.108858,11129,11152,11183,AIL,AIL,CFJ,409,492,377,20,18,20,10,3,4.1,21.5,22,21.5
OSAG.9,0,0,0,2,2011,OSAG.9,9,OSAG,0.767833,0.110736,11129,11152,11183,WAA,AIL,CFJ,457,445,450,20,30,20,6.3,2.9,3.7,23.2,20.6,25.5
PAWN.1,0,0,0,2,2011,PAWN.1,1,PAWN,0.707611,0.150555,11134,11157,11181,WAA,CFJ,AIL,442,438,439,90,5,0,6.6,10.6,6.9,7.9,24.5,25.4
PAWN.2,0,0,0,2,2011,PAWN.2,2,PAWN,0.665891,0.196954,11134,11157,11181,WAA,JAL,AIL,475,425,473,80,10,0,6,13.6,6.1,9.1,23.6,26.6
PAWN.3,0,0,0,2,2011,PAWN.3,3,PAWN,0.713149,0.156157,11134,11157,11181,WAA,AIL,AIL,433,447,429,90,5,0,9.9,8.4,6,7.7,26.1,25.2
PAWN.4,0,0,0,2,2011,PAWN.4,4,PAWN,0.710348,0.170608,11134,11157,11181,AIL,AIL,JAL,473,430,453,80,10,0,12.5,7.2,5.7,7.1,25.3,26.9
PAWN.5,0,0,0,2,2011,PAWN.5,5,PAWN,0.690964,0.176656,11134,11157,11181,WAA,CFJ,AIL,456,419,415,70,5,0,90.1,8.6,7.1,7.3,23.5,25.2
PAWN.6,0,0,0,2,2011,PAWN.6,6,PAWN,0.698921,0.184582,11134,11157,11181,AIL,AIL,JAL,454,414,432,95,10,2,4,3.6,6.4,7.9,23.6,25.7
PAWN.7,0,0,0,2,2011,PAWN.7,7,PAWN,0.672566,0.215106,11134,11157,11181,AIL,JAL,JAL,422,390,392,100,10,5,10.9,9,7,7.8,23.4,23.9
PAWN.8,0,0,0,2,2011,PAWN.8,8,PAWN,0.689786,0.18856,11134,11157,11181,AIL,CFJ,JAL,437,404,410,95,5,2,7.2,5.1,4.5,7.3,24.3,24.3
PAWN.9,0,0,0,2,2011,PAWN.9,9,PAWN,0.668937,0.21412,11134,11157,11181,AIL,JAL,JAL,407,476,500,100,5,5,2.4,5.7,5,10,25.9,27.9
PINT.1,0,0,0,2,2011,PINT.1,1,PINT,0.0833307,0.00455168,11125,11162,11181,CFJ,CFJ,CFJ,405,487,448,85,100,1,3,0.9,6.2,9,17.9,26.1
PINT.2,0,0,0,2,2011,PINT.2,2,PINT,0.0908425,0.00353312,11125,11162,11181,CFJ,CFJ,CFJ,504,422,498,10,100,1,10.7,0.7,9.3,10.8,17.9,27.1
PINT.3,0,0,1,2,2011,PINT.3,3,PINT,0.0954579,0.00413789,11125,11162,11181,CFJ,JDW,CFJ,562,463,575,35,100,2,8.9,3.2,4.6,12.8,12.3,30.7
PINT.4,0,0,0,2,2011,PINT.4,4,PINT,0.0955852,0.00455168,11125,11162,11181,CFJ,CFJ,CFJ,488,404,482,15,100,1,7.8,1.5,7.1,10.4,11.6,27.9
PINT.5,0,0,1,2,2011,PINT.5,5,PINT,0.0937391,0.00343763,11125,11162,11181,CFJ,JDW,CFJ,440,398,514,55,100,1,4.6,0,7.7,6.5,11.7,27.2
PINT.6,0,0,0,2,2011,PINT.6,6,PINT,0.0876595,0.00458351,11125,11162,11181,CFJ,JDW,CFJ,397,485,438,85,100,1,4.4,1.3,4.9,9.8,16.8,25.3
PINT.7,1,0,0,2,2011,PINT.7,7,PINT,0.0926568,0.00337397,11125,11162,11181,CFJ,JDW,CFJ,530,441,550,10,100,2,8.4,2.7,8.6,11.1,11.6,28.9
PINT.8,0,0,0,2,2011,PINT.8,8,PINT,0.0952669,0.00429704,11125,11162,11181,CFJ,JDW,CFJ,550,451,566,20,100,2,9.6,4.2,9.5,15,12,30
PINT.9,1,0,0,2,2011,PINT.9,9,PINT,0.099373,0.00353312,11125,11162,11181,CFJ,JDW,CFJ,453,411,525,40,100,1,4.6,0,7.6,6.3,15.7,27.5
RICH.1,0,0,0,2,2011,RICH.1,1,RICH,0.664608,0.0704077,11128,11155,11179,CFJ,AIL,JAL,477,529,427,15,80,5,10.8,3.9,1.4,17.1,25.6,19.9
RICH.2,0,0,0,2,2011,RICH.2,2,RICH,0.663972,0.069612,11128,11155,11179,CFJ,AIL,JAL,497,516,414,10,85,5,6,3.4,2.1,21,25.7,18.3
RICH.3,0,0,0,2,2011,RICH.3,3,RICH,0.654455,0.06662,11128,11155,11179,CFJ,AIL,JAL,544,505,401,2,90,5,6.5,1.3,2.7,22.7,26.7,16.8
RICH.4,0,0,0,2,2011,RICH.4,4,RICH,0.653532,0.0763281,11128,11155,11179,CFJ,JAL,JAL,531,502,386,3,75,5,7.2,1.7,2,21.8,23.1,16.2
RICH.5,0,0,0,2,2011,RICH.5,5,RICH,0.65299,0.0814527,11128,11155,11179,CFJ,CFJ,JAL,405,505,495,25,90,2,5.3,2.8,0.8,15.6,26.2,29
RICH.6,0,0,0,2,2011,RICH.6,6,RICH,0.66324,0.0839991,11128,11155,11179,CFJ,CFJ,JAL,429,520,478,30,80,2,2.9,5.6,1.5,16,23.7,21.9
RICH.7,0,0,0,2,2011,RICH.7,7,RICH,0.663558,0.0765509,11128,11155,11179,CFJ,JAL,JAL,513,521,464,10,65,2,4.6,5.3,1.8,22.7,23.9,22.3
RICH.8,0,0,0,2,2011,RICH.8,8,RICH,0.662094,0.0771557,11128,11155,11179,CFJ,JAL,JAL,462,536,444,20,60,5,10.1,2.7,1.5,16.5,25.1,21
RICH.9,0,0,0,2,2011,RICH.9,9,RICH,0.665372,0.0829169,11128,11155,11179,CFJ,CFJ,JAL,446,532,512,20,80,2,5,5.9,0.8,16,24.2,24.3
ROSE.1,0,0,0,2,2011,ROSE.1,1,ROSE,0.528217,0.313588,11148,11164,11185,CFJ,JAL,AIL,492,453,471,100,100,100,1.7,9.4,4.3,15.7,19.6,23.1
ROSE.2,0,0,0,2,2011,ROSE.2,2,ROSE,0.496546,0.207244,11148,11164,11185,AIL,MAM,JAL,532,406,432,100,100,100,1.5,2.8,1.4,18.7,22.3,23.6
ROSE.3,0,0,0,2,2011,ROSE.3,3,ROSE,0.483273,0.254512,11148,11164,11185,CFJ,WAA,AIL,414,424,400,100,100,100,1.9,0,0.7,12.1,19.8,25.3
ROSE.4,0,0,0,2,2011,ROSE.4,4,ROSE,0.508896,0.279116,11148,11164,11185,CFJ,JAL,AIL,448,415,433,100,100,100,0.8,6.1,3.7,15.1,19.5,22.9
ROSE.5,0,0,0,2,2011,ROSE.5,5,ROSE,0.5067,0.278002,11148,11164,11185,CFJ,JAL,AIL,467,431,445,100,100,100,2.1,4.9,1.9,15,20.2,23.9
ROSE.6,0,0,0,2,2011,ROSE.6,6,ROSE,0.496196,0.258841,11148,11164,11185,AIL,WAA,JAL,455,404,492,100,100,100,0,1.9,0.8,21,19.2,24.8
ROSE.7,0,0,0,2,2011,ROSE.7,7,ROSE,0.492186,0.239806,11148,11164,11185,AIL,MAM,JAL,436,446,468,100,100,100,3,0,1.2,20.3,26.1,24.5
ROSE.8,0,0,0,2,2011,ROSE.8,8,ROSE,0.481173,0.24022,11148,11164,11185,CFJ,WAA,AIL,390,389,515,100,100,100,2.4,5.3,3.8,15.2,19,22.8
ROSE.9,0,0,0,2,2011,ROSE.9,9,ROSE,0.485406,0.216825,11148,11164,11185,AIL,MAM,JAL,393,385,408,100,80,100,2.1,2.1,0.9,17.3,19.9,23.9
ROTHELL.1,1,0,0,2,2011,ROTHELL.1,1,ROTHELL,0.718337,0.0873094,11127,11154,11182,AIL,JAL,AIL,418,396,534,5,90,0,1.3,8.6,6.9,17.5,24.3,29
ROTHELL.2,0,0,0,2,2011,ROTHELL.2,2,ROTHELL,0.713276,0.0888054,11127,11154,11182,AIL,JAL,AIL,434,382,522,15,90,0,2.8,5.8,8.4,21.2,24.1,28
ROTHELL.3,0,0,0,2,2011,ROTHELL.3,3,ROTHELL,0.707642,0.0962536,11127,11154,11182,AIL,JAL,AIL,449,367,511,15,75,0,2.4,3.6,3.5,21.4,23.8,28.7
ROTHELL.4,0,0,0,2,2011,ROTHELL.4,4,ROTHELL,0.709266,0.0949804,11127,11154,11182,AIL,AIL,AIL,463,411,559,15,100,0,6.5,9.4,7.9,23.5,25.4,29.4
ROTHELL.5,0,0,0,2,2011,ROTHELL.5,5,ROTHELL,0.713977,0.0910017,11127,11154,11182,AIL,AIL,AIL,475,396,546,10,100,0,3.6,8.5,7.6,19.8,24.4,29.4
ROTHELL.6,0,0,0,2,2011,ROTHELL.6,6,ROTHELL,0.711908,0.0945348,11127,11154,11182,AIL,AIL,JAL,502,383,545,5,100,5,5.2,6.7,12.1,23.1,25.3,28.5
ROTHELL.7,0,0,0,2,2011,ROTHELL.7,7,ROTHELL,0.700258,0.10784,11127,11154,11182,AIL,CFJ,JAL,516,381,563,5,100,5,7.8,9.7,10.9,23.2,24.1,29.2
ROTHELL.8,0,0,0,2,2011,ROTHELL.8,8,ROTHELL,0.705924,0.106089,11125,11154,11182,AIL,CFJ,JAL,527,368,516,10,100,5,6.8,10.9,8.7,23,24.2,28.4
ROTHELL.9,0,0,0,2,2011,ROTHELL.9,9,ROTHELL,0.708311,0.0976223,11127,11154,11182,AIL,CFJ,JAL,489,395,529,10,100,5,4.3,10,8.4,22.2,24.5,28.4
RWRNE.1,0,0,NA,2,2011,RWRNE.1,1,RWRNE,0.73613,0.00302384,11133,11152,NA,JDW,JDW,NA,445,409,NA,90,100,NA,6,7.4,NA,7.8,15.7,NA
RWRNE.2,0,0,NA,2,2011,RWRNE.2,2,RWRNE,0.730655,0.00327848,11133,11152,NA,JDW,JDW,NA,457,421,NA,100,100,NA,4.9,4.1,NA,7.8,15.8,NA
RWRNE.3,0,0,NA,2,2011,RWRNE.3,3,RWRNE,0.754146,0.00155967,11133,11152,NA,JDW,JDW,NA,429,394,NA,75,100,NA,3.9,4.1,NA,7,15.3,NA
RWRNE.4,0,0,NA,2,2011,RWRNE.4,4,RWRNE,0.706433,0.00499729,11133,11152,NA,MAM,WAA,NA,435,445,NA,70,100,NA,3.9,3.5,NA,10.4,16.6,NA
RWRNE.5,0,0,NA,2,2011,RWRNE.5,5,RWRNE,0.676545,0.0055384,11133,11152,NA,CFJ,WAA,NA,507,394,NA,100,100,NA,2.6,4.6,NA,11.5,16.3,NA
RWRNE.6,0,0,NA,2,2011,RWRNE.6,6,RWRNE,0.72865,0.00264188,11133,11152,NA,JDW,MAM,NA,410,390,NA,50,100,NA,7.4,1,NA,6.9,17.6,NA
RWRNE.7,0,0,NA,2,2011,RWRNE.7,7,RWRNE,0.718719,0.00369227,11133,11152,NA,MAM,MAM,NA,409,435,NA,45,100,NA,7.7,3.1,NA,10.4,16.7,NA
RWRNE.8,0,0,NA,2,2011,RWRNE.8,8,RWRNE,0.702613,0.00305567,11133,11152,NA,CFJ,MAM,NA,476,414,NA,100,100,NA,4.1,5.2,NA,8.4,16.8,NA
RWRNE.9,0,0,NA,2,2011,RWRNE.9,9,RWRNE,0.640481,0.00531559,11133,11152,NA,JDW,WAA,NA,512,414,NA,100,100,NA,4.1,2.7,NA,8.9,16.3,NA
RWRNW.1,0,0,0,2,2011,RWRNW.1,1,RWRNW,0.7029,0.0373683,11137,11152,11184,JDW,JDW,MAM,410,494,507,10,100,0,0.7,2,0,10.2,19.5,22.9
RWRNW.2,0,0,0,2,2011,RWRNW.2,2,RWRNW,0.677277,0.0298246,11137,11152,11184,MAM,WAA,JDW,440,515,531,15,100,0,4,6,2.6,12.6,18.4,23.6
RWRNW.3,0,0,0,2,2011,RWRNW.3,3,RWRNW,0.675717,0.0299838,11137,11152,11184,MAM,WAA,JDW,414,500,512,25,100,0,3.6,1.6,3.6,11.7,18.8,20.7
RWRNW.4,0,0,0,2,2011,RWRNW.4,4,RWRNW,0.700003,0.0318617,11137,11152,11184,JDW,JDW,WAA,442,525,541,40,100,0,7.6,8.3,0,8.3,19.2,27.2
RWRNW.5,0,0,0,2,2011,RWRNW.5,5,RWRNW,0.677436,0.0338352,11137,11152,11184,JDW,MAM,WAA,400,495,507,15,100,0,6.7,7.9,2.4,7.4,17.6,24.1
RWRNW.6,0,0,0,2,2011,RWRNW.6,6,RWRNW,0.690391,0.0324347,11137,11152,11184,JDW,JDW,MAM,423,508,544,25,100,0,4.9,3.1,1.7,8.6,19.4,24.5
RWRNW.7,0,0,0,2,2011,RWRNW.7,7,RWRNW,0.667378,0.032753,11137,11152,11184,JDW,MAM,MAM,386,445,489,30,100,5,9.5,3.8,3.5,7.4,17.8,21.2
RWRNW.8,0,0,0,2,2011,RWRNW.8,8,RWRNW,0.690995,0.0310342,11137,11152,11184,JDW,MAM,MAM,457,517,533,35,100,5,5.6,8.1,1.3,9.2,18.5,23.5
RWRNW.9,0,0,0,2,2011,RWRNW.9,9,RWRNW,0.642709,0.0294427,11137,11152,11184,MAM,WAA,JDW,390,480,493,25,100,0,4.3,1.2,2.2,9.6,17.7,23.5
RWRSE.1,0,0,0,2,2011,RWRSE.1,1,RWRSE,0.608811,0.00741637,11149,11160,11184,MAM,WAA,WAA,387,416,407,100,100,0,1.7,1,0,17.2,13.5,17.4
RWRSE.2,0,0,0,2,2011,RWRSE.2,2,RWRSE,0.597988,0.0128275,11149,11160,11184,JDW,WAA,JDW,393,401,420,100,100,5,4.1,9.3,3,14.8,11.8,17
RWRSE.3,0,0,0,2,2011,RWRSE.3,3,RWRSE,0.645447,0.00557023,11149,11160,11184,MAM,WAA,WAA,420,437,431,100,100,5,4.3,3.3,0,16.3,12.3,18.5
RWRSE.4,0,0,0,2,2011,RWRSE.4,4,RWRSE,0.628609,0.0163924,11149,11160,11184,WAA,WAA,MAM,405,479,460,100,100,10,0.9,1.9,4.1,17.1,12.9,19.2
RWRSE.5,0,0,0,2,2011,RWRSE.5,5,RWRSE,0.595697,0.0208486,11149,11160,11184,WAA,WAA,MAM,385,375,438,100,100,10,1.5,2.2,1,15.6,14.7,18.3
RWRSE.6,0,0,0,2,2011,RWRSE.6,6,RWRSE,0.625362,0.00658879,11149,11160,11184,MAM,WAA,WAA,400,427,421,100,100,10,1.2,10.2,0,17.6,11.9,16.9
RWRSE.7,0,0,0,2,2011,RWRSE.7,7,RWRSE,0.636534,0.00814846,11149,11160,11184,JDW,WAA,JDW,408,464,432,100,100,10,0.9,5.6,1.8,15.6,13,22.4
RWRSE.8,0,0,0,2,2011,RWRSE.8,8,RWRSE,0.657574,0.00563389,11149,11160,11184,JDW,WAA,JDW,423,447,444,100,100,10,2.7,7.6,3.2,16,11.8,19.3
RWRSE.9,0,0,0,2,2011,RWRSE.9,9,RWRSE,0.582519,0.0174428,11149,11160,11184,WAA,WAA,MAM,375,390,421,100,100,20,0,3.8,0,16.5,12.1,18.8
SACW.1,0,0,NA,2,2011,SACW.1,1,SACW,0.206831,0.0533151,11141,11157,NA,JDW,WAA,NA,474,390,NA,30,30,NA,2.8,0,NA,18.5,20.3,NA
SACW.2,0,0,NA,2,2011,SACW.2,2,SACW,0.202184,0.0420791,11141,11157,NA,MAM,JDW,NA,490,414,NA,50,75,NA,1.1,3.3,NA,19.4,19.7,NA
SACW.3,0,0,NA,2,2011,SACW.3,3,SACW,0.214947,0.0470764,11141,11157,NA,JDW,WAA,NA,506,427,NA,70,0,NA,11.2,0,NA,14.7,19.9,NA
SACW.4,0,0,NA,2,2011,SACW.4,4,SACW,0.203807,0.0527421,11141,11157,NA,WAA,MAM,NA,450,424,NA,40,80,NA,1.8,4.4,NA,17.2,21.9,NA
SACW.5,0,0,NA,2,2011,SACW.5,5,SACW,0.206481,0.0537925,11141,11157,NA,MAM,WAA,NA,460,437,NA,45,0,NA,0.6,4.2,NA,22.3,19.1,NA
SACW.6,0,0,NA,2,2011,SACW.6,6,SACW,0.207563,0.0487952,11141,11157,NA,MAM,JDW,NA,520,403,NA,75,70,NA,4.6,1.4,NA,18.6,21.3,NA
SACW.7,0,0,NA,2,2011,SACW.7,7,SACW,0.211605,0.0533787,11141,11157,NA,JDW,JDW,NA,520,439,NA,85,65,NA,6.7,1.6,NA,14.6,19.3,NA
